# 2단계 기대 매핑 — /ko 제거 후
# 생성: gen-expected-urls.sh https://daily1bite.com
# 열: 경로 / 기대 status / 기대 location
#
# 규칙:
#   - 기존 /ko/X 는 301 로 /X 를 가리킨다
#   - 기존 /en/X 는 301 로 /X 를 가리킨다
#   - prefix 없는 /X 는 이제 정답 URL이므로 200 이다
#   - 리디렉션 홉은 1회다. location 목적지가 다시 리디렉션되면 위반이다
/	200	-
/about	200	-
/blog	200	-
/blog/ai-tools/adobe-firefly-ai	200	-
/blog/ai-tools/ai-3-2	200	-
/blog/ai-tools/ai-suno-vs-udio-2026	200	-
/blog/ai-tools/amazon-health-ai-ai-ai	200	-
/blog/ai-tools/apple-intelligence-2026-llm-siri-gemini	200	-
/blog/ai-tools/cerebras-wse3-ipo-nvidia	200	-
/blog/ai-tools/claude-code-may-2026-update-plugin-url-session-id-mcp-fix	200	-
/blog/ai-tools/claude-code-vs-cursor-vs-copilot-2026-comparison	200	-
/blog/ai-tools/claude-design-june-2026-update-design-sync-claude-code	200	-
/blog/ai-tools/claude-fable-5-mythos-class-public-release-2026	200	-
/blog/ai-tools/claude-managed-agents-dreaming-outcomes-2026	200	-
/blog/ai-tools/claude-mythos-preview-anthropic-glasswing-2026	200	-
/blog/ai-tools/claude-opus-4-8-review-coding-honesty-fast-mode-2026	200	-
/blog/ai-tools/claude-opus-46-vs-gpt-53-codex-ai	200	-
/blog/ai-tools/claude-opus-5-effort-dial-guide-2026	200	-
/blog/ai-tools/cursor-3-3-multitask-bugbot-vulnerability-scanner	200	-
/blog/ai-tools/cursor-3-5-shared-canvases-multi-agent-review-2026	200	-
/blog/ai-tools/cursor-ai-composer-2-ai	200	-
/blog/ai-tools/deepseek-r2-32b-reasoning-model-2026	200	-
/blog/ai-tools/deepseek-v4-pro-flash-1m-context-open-weights-2026	200	-
/blog/ai-tools/figma-config-2026-code-layers-motion-agent	200	-
/blog/ai-tools/gemini-api-free-tier-pro-removed-2026	200	-
/blog/ai-tools/gemini-cli-april-2026-update	200	-
/blog/ai-tools/github-copilot-cloud-agent-april-2026	200	-
/blog/ai-tools/github-copilot-plan-changes-april-2026	200	-
/blog/ai-tools/google-gemma-4-open-source-agent	200	-
/blog/ai-tools/google-lyria-3-pro-ai-music	200	-
/blog/ai-tools/google-search-live-gemini-31-flash	200	-
/blog/ai-tools/google-workspace-studio-ai	200	-
